model,prompt_idx,question,ground_truth,majority_answer,agreement,majority_correct,rollout_idx,extracted_answer,correct,is_majority_answer
llama-3.1-8b-instant,1125,"For integers $a$, $b$, $c$, and $d$, the polynomial $p(x) = ax^3 + bx^2 + cx + d$ satisfies $p(5) + p(25) = 1906$. Find the minimum possible value for $|p(15)|$. Let's think step by step and output the final answer within \boxed{}.",47,872,0.2,0.0,1,,False,False
llama-3.1-8b-instant,1125,"For integers $a$, $b$, $c$, and $d$, the polynomial $p(x) = ax^3 + bx^2 + cx + d$ satisfies $p(5) + p(25) = 1906$. Find the minimum possible value for $|p(15)|$. Let's think step by step and output the final answer within \boxed{}.",47,872,0.2,0.0,2,,False,False
llama-3.1-8b-instant,1125,"For integers $a$, $b$, $c$, and $d$, the polynomial $p(x) = ax^3 + bx^2 + cx + d$ satisfies $p(5) + p(25) = 1906$. Find the minimum possible value for $|p(15)|$. Let's think step by step and output the final answer within \boxed{}.",47,872,0.2,0.0,3,,False,False
llama-3.1-8b-instant,1125,"For integers $a$, $b$, $c$, and $d$, the polynomial $p(x) = ax^3 + bx^2 + cx + d$ satisfies $p(5) + p(25) = 1906$. Find the minimum possible value for $|p(15)|$. Let's think step by step and output the final answer within \boxed{}.",47,872,0.2,0.0,4,872,False,True
llama-3.1-8b-instant,1125,"For integers $a$, $b$, $c$, and $d$, the polynomial $p(x) = ax^3 + bx^2 + cx + d$ satisfies $p(5) + p(25) = 1906$. Find the minimum possible value for $|p(15)|$. Let's think step by step and output the final answer within \boxed{}.",47,872,0.2,0.0,5,106,False,False
llama-3.1-8b-instant,1125,"For integers $a$, $b$, $c$, and $d$, the polynomial $p(x) = ax^3 + bx^2 + cx + d$ satisfies $p(5) + p(25) = 1906$. Find the minimum possible value for $|p(15)|$. Let's think step by step and output the final answer within \boxed{}.",47,872,0.2,0.0,6,0,False,False
llama-3.1-8b-instant,1125,"For integers $a$, $b$, $c$, and $d$, the polynomial $p(x) = ax^3 + bx^2 + cx + d$ satisfies $p(5) + p(25) = 1906$. Find the minimum possible value for $|p(15)|$. Let's think step by step and output the final answer within \boxed{}.",47,872,0.2,0.0,7,1770,False,False
llama-3.1-8b-instant,1125,"For integers $a$, $b$, $c$, and $d$, the polynomial $p(x) = ax^3 + bx^2 + cx + d$ satisfies $p(5) + p(25) = 1906$. Find the minimum possible value for $|p(15)|$. Let's think step by step and output the final answer within \boxed{}.",47,872,0.2,0.0,8,548,False,False
llama-3.1-8b-instant,1193,"Let $ABCD$ be a convex quadrilateral such that $AB=4$, $BC=5$, $CA=6$, and $\triangle{ABC}$ is similar to $\triangle{ACD}$. Let $P$ be a point on the extension of $DA$ past $A$ such that $\angle{BDC}=\angle{ACP}$. Compute $DP^2$. Let's think step by step and output the final answer within \boxed{}.",169,16,0.2,0.0,0,88.24,False,False
llama-3.1-8b-instant,1193,"Let $ABCD$ be a convex quadrilateral such that $AB=4$, $BC=5$, $CA=6$, and $\triangle{ABC}$ is similar to $\triangle{ACD}$. Let $P$ be a point on the extension of $DA$ past $A$ such that $\angle{BDC}=\angle{ACP}$. Compute $DP^2$. Let's think step by step and output the final answer within \boxed{}.",169,16,0.2,0.0,1,,False,False
llama-3.1-8b-instant,1193,"Let $ABCD$ be a convex quadrilateral such that $AB=4$, $BC=5$, $CA=6$, and $\triangle{ABC}$ is similar to $\triangle{ACD}$. Let $P$ be a point on the extension of $DA$ past $A$ such that $\angle{BDC}=\angle{ACP}$. Compute $DP^2$. Let's think step by step and output the final answer within \boxed{}.",169,16,0.2,0.0,2,16,False,True
llama-3.1-8b-instant,1193,"Let $ABCD$ be a convex quadrilateral such that $AB=4$, $BC=5$, $CA=6$, and $\triangle{ABC}$ is similar to $\triangle{ACD}$. Let $P$ be a point on the extension of $DA$ past $A$ such that $\angle{BDC}=\angle{ACP}$. Compute $DP^2$. Let's think step by step and output the final answer within \boxed{}.",169,16,0.2,0.0,3,,False,False
llama-3.1-8b-instant,1193,"Let $ABCD$ be a convex quadrilateral such that $AB=4$, $BC=5$, $CA=6$, and $\triangle{ABC}$ is similar to $\triangle{ACD}$. Let $P$ be a point on the extension of $DA$ past $A$ such that $\angle{BDC}=\angle{ACP}$. Compute $DP^2$. Let's think step by step and output the final answer within \boxed{}.",169,16,0.2,0.0,4,\frac{168}{25} ,False,False
llama-3.1-8b-instant,1193,"Let $ABCD$ be a convex quadrilateral such that $AB=4$, $BC=5$, $CA=6$, and $\triangle{ABC}$ is similar to $\triangle{ACD}$. Let $P$ be a point on the extension of $DA$ past $A$ such that $\angle{BDC}=\angle{ACP}$. Compute $DP^2$. Let's think step by step and output the final answer within \boxed{}.",169,16,0.2,0.0,5,$\frac{160}{3}$,False,False
llama-3.1-8b-instant,1193,"Let $ABCD$ be a convex quadrilateral such that $AB=4$, $BC=5$, $CA=6$, and $\triangle{ABC}$ is similar to $\triangle{ACD}$. Let $P$ be a point on the extension of $DA$ past $A$ such that $\angle{BDC}=\angle{ACP}$. Compute $DP^2$. Let's think step by step and output the final answer within \boxed{}.",169,16,0.2,0.0,6,9,False,False
llama-3.1-8b-instant,1193,"Let $ABCD$ be a convex quadrilateral such that $AB=4$, $BC=5$, $CA=6$, and $\triangle{ABC}$ is similar to $\triangle{ACD}$. Let $P$ be a point on the extension of $DA$ past $A$ such that $\angle{BDC}=\angle{ACP}$. Compute $DP^2$. Let's think step by step and output the final answer within \boxed{}.",169,16,0.2,0.0,7,,False,False
